eventid,iyear,imonth,iday,approxdate,extended,resolution,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.02E+11,2016,1,6,,0,,Jammu and Kashmir,Anantnag district,33.705026,75.247849,3,0,"01/06/2016: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Anantnag district, Jammu and Kashmir state, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Central Reserve Police Force (CRPF),Camp,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,7,Grenade,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""J-K: Grenade explodes near CRPF camp in Anantnag, no causality,"" Hindustan Times, January 7, 2016.","""Grenade attack in J-K's Anantnag, 3 injured,"" India Today, January 6, 2016.","""Three CRPF personnel injured in militant grenade attack in Kashmir,"" United News of India, January 6, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,7,,0,,Odisha,Dandabadi,18.723419,82.209718,1,0,"01/07/2016: Assailants abducted Bapi Samant, a trader, and two other family members in Dandabadi village, Odisha state, India. Samant's throat was slit and he was shot dead several hours later. The two family members were released unharmed. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Bapi Samant was targeted because the group believed he was a police informant.",1,1,1,0,,,1,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Trader: Bapi Samant,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Bapi Samant was targeted because the group believed he was a police informant.,0,,,0,30,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mini-truck was damaged in this attack. An unknown amount of gold jewelry and $1493.76 was stolen in this attack.,1,3,0,1,,,,0,,,,,,6,Combination,2,This incident is part of a series of coordinated attacks in which military and non-military entities were targeted.,"""Two BSF personnel killed in landmine blast in Odisha district,"" The Hindu, January 9, 2016.","""India: Maoists Kill Two BSF Troopers in Landmine Blast in Odisha's Koraput District,"" The Pioneer Online, January 9, 2016.","""2 BSF Men Die in Maoist-triggered Blast,"" New Indian Express, January 8, 2016.",START Primary Collection,0,0,0,0,"201601070033, 201601080015"
2.02E+11,2016,1,7,2016-1-7 0:00,0,,Chhattisgarh,Konta,17.812075,81.383041,1,0,"01/07/2016: Assailants beheaded Karam Dave in his residence in Konta area, Chhattisgarh state, India. Another civilian was injured in the attack. No group claimed responsibility; however, sources attributed the incident to Maoists.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Karam Dave, Karam Podia",92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Naxals kill villager in Chhattisgarh,"" United News of India, January 7, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,7,,0,,Manipur,Imphal,24.798346,93.94043,1,0,"01/07/2016: Assailants threw a grenade at the house of Doctor Chanam Manglem Singh in Khongman area, East Imphal district, Manipur state, India. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,House of Doctor: Chanam Manglem Singh,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,7,Grenade,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Assam Rifles officer shot by trooper, in critical condition,"" Yahoo! India, January 8, 2016.","""Grenade lobbed at doctor's house,"" Imphal Free Press (India), January 8, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,7,,0,,Odisha,Nuadihi,21.805176,83.606235,1,0,"01/07/2016: Assailants set fire to construction equipment in Nuadihi village, Odisha state, India. There were no reported casualties. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that the workers cease their construction on the road.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12,Construction,Unknown,Construction Equipment,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that the workers cease their construction on the road.,0,,,0,25,0,1,5,Note left at scene,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Diesel was used in the attack.,0,0,0,0,0,0,1,4,Unknown,-99,Unspecified construction equipment was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Grenade attack on JNIMS Professor in Manipur,"" South Asian Terrorism Portal, January 10, 2016.",,,START Primary Collection,0,0,0,0,
2.02E+11,2016,1,8,,0,,Odisha,Kaliajhola,19.006331,82.9993,1,0,"01/08/2016: An explosive device detonated near a Border Security Force (BSF) motorcycle in Kaliajhola, Odisha state, India. At least two soldiers were killed in the blast. No group claimed responsibility; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Border Security Force (BSF),Motorcycle,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,A remote-controlled landmine was used in the attack.,2,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A motorbike was damaged in this attack.,0,,,,,,,,,,,,,,,,"The victims included Deputy Commandant Sunil Behera and Head Constable Sibasish Panda. Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. This incident is part of a series of coordinated attacks in which military and non-military entities were targeted.","""Odisha: Maoist 'Comeback',"" IBNS, May 2, 2016.","""Two BSF personnel killed in landmine blast in Odisha district,"" The Hindu, January 9, 2016.","""India: Maoists Kill Two BSF Troopers in Landmine Blast in Odisha's Koraput District,"" The Pioneer Online, January 9, 2016.",START Primary Collection,0,0,0,0,"201601070033, 201601080015"
2.02E+11,2016,1,8,,0,,Chhattisgarh,Muskel,18.852033,81.487676,1,0,"01/08/2016: Assailants set fire to four construction vehicles in Muskel, Chhattisgarh state, India. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the attack to Maoists.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12,Construction,Unknown,Construction Vehicles,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Four vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Grenade attack on JNIMS Professor in Manipur,"" South Asian Terrorism Portal, January 10, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,9,,0,,Meghalaya,Williamnagar,25.495813,90.616669,1,0,"01/09/2016: An explosive device detonated in the Warimong Wine Shop in Williamnagar, Meghalaya state, India. At least nine people were injured in the blast. The Achik Matgrik Army (AMA) claimed responsibility and stated that the shop was targeted for selling alcohol and cigarettes to underage individuals. However, authorities attributed the attack to the Garo National Liberation Army, which denied involvement.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,Unknown,Wine Shop,92,India,,,,,,,,,,,,,,,,,Achik Matgrik Army (AMA),,Garo National Liberation Army,,,,The Achik Matgrik Army (AMA) claimed responsibility for the incident and stated that the wine shop was targeted for selling alcohol and cigarettes to individuals who were underage.,0,1,,0,-99,0,1,7,"Posted to website, blog, etc.",0,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,9,0,0,1,3,Minor (likely < $1 million),-99,A wine store was damaged in this attack.,0,,,,,,,,,,,,,,,,"The victims included Andrew Marak, Rosel Momin, Silvarinba D Sangma, Jacob Marak, Probit N Marak, Jolash Marak, Pledash T Sangma, Pisen Sangma, and Shyam Sharma. Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""India: Terrorist Group Dismisses Meghalaya Police's Claim, Denies Involvement in Bomb Blast,"" Salantini Janera, January 11, 2016.","""9 injured in blast in a crowded market in Meghalaya,"" India Today, January 9, 2016.","""Militants Trigger Blast in Meghalaya, 9 Injured,"" New Indian Express, January 9, 2016.",START Primary Collection,0,0,0,0,
2.02E+11,2016,1,9,,0,,Punjab,Bahian,31.978098,75.408713,1,0,"01/09/2016: Assailants assaulted laborers in Bahian, Punjab state, India. There were an unknown number people injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Laborers,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,9,Melee,27,Unknown Weapon Type,,,,,,,,,,,,,,0,0,0,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Joint search begins again near Tibri military station,"" Hindustan Times, January 11, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,10,,0,,Tamil Nadu,Madurai,9.925201,78.119775,1,0,"01/10/2016: Assailants threw explosive and incendiary devices at the office of Sellur K. Raju in Sammattipuram neighborhood, Madurai, Tamil Nadu state, India. Raju, the State Minister for Cooperation, was not harmed as there were no reported casualties in the attack. This was one of two similar incidents targeting All India Anna Dravida Munnetra Kazhagam (AIADMK) offices and politicians in Madurai on the same day. No group claimed responsibility for the attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,7,Facility/Infrastructure Attack,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Madurai,Office of Minister for Cooperation: Sellur K. Raju,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,A country-made explosive device and two kerosene-filled bottles were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Bombs found in AIADMK meet venue shocks police,"" The Hindu, January 13, 2016.","""Crude bomb hurled at 'Sellur' Raju's office,"" The Hindu, January 10, 2016.","""Crude bombs hurled at minister's office, AIADMK office,"" Newshence.com, January 10, 2016.",START Primary Collection,-9,-9,0,-9,"201601100029, 201601100030"
2.02E+11,2016,1,10,,0,,Tamil Nadu,Madurai,9.923837,78.135776,1,0,"01/10/2016: Assailants threw explosive devices and incendiary devices at the All India Anna Dravida Munnetra Kazhagam (AIADMK) office in Mathichiyam neighborhood, Madurai, Tamil Nadu state, India. There were no reported casualties in the attack. This was one of two similar incidents targeting AIADMK offices and politicians in Madurai on the same day. No group claimed responsibility for the attack.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,7,Facility/Infrastructure Attack,,,14,Private Citizens & Property,84,Political Party Member/Rally,All India Anna Dravida Munnetra Kazhagam (AIADMK),Office,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,Country-made bombs and kerosene-filled bottles were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Bombs found in AIADMK meet venue shocks police,"" The Hindu, January 13, 2016.","""Crude bomb hurled at 'Sellur' Raju's office,"" The Hindu, January 10, 2016.","""Crude bombs hurled at minister's office, AIADMK office,"" Newshence.com, January 10, 2016.",START Primary Collection,-9,-9,0,-9,"201601100029, 201601100030"
2.02E+11,2016,1,10,,0,,Odisha,Adava,19.495566,84.178966,1,0,"01/10/2016: An explosive device was discovered and defused in Adava, Odisha state, India. No group claimed responsibility; however, sources attributed the attack to the Maoists.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A ten-kilogram explosive device concealed in a tiffin box was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Shopkeeper injured in grenade attack in Balochistan,"" South Asian Terrorism Portal, January 12, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,11,,0,,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,0,"01/11/2016: Assailants attacked an Indian Armed Forces patrol in Zakoora neighborhood, Srinagar, Jammu and Kashmir state, India. There were no reported casualties in the incident. No group claimed responsibility for the attack.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,9,Unknown,,,,,4,Military,29,Military Unit/Patrol/Convoy,Indian Armed Forces,Patrol,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Encounter ensues after militants attack security forces in Srinagar,"" United News of India, January 11, 2016.",,,START Primary Collection,-9,-9,0,-9,
